TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315966457.3720628,00000000-0000-0000-0000-000000000000,AV,743.9369742417803,2095.189715208004,MIA
315966457.3720628,00000000-0000-0000-0000-000000000841,AGENT,739.6799375820856,2120.0111130119253,MIA
315966457.3720628,00000000-0000-0000-0000-000000002759,OTHERS,723.8978901382726,2123.25702144908,MIA
315966457.3720628,00000000-0000-0000-0000-000000002727,OTHERS,741.3714220219673,2067.9201310672365,MIA
315966457.3720628,00000000-0000-0000-0000-000000002736,OTHERS,709.208924187325,2107.7316355225694,MIA
315966457.3720628,00000000-0000-0000-0000-000000002870,OTHERS,707.1040511913632,2106.588740803635,MIA
315966457.3720628,00000000-0000-0000-0000-000000002614,OTHERS,744.0689579550801,2074.788779946849,MIA
315966457.3720628,00000000-0000-0000-0000-000000002880,OTHERS,829.7353023370141,2141.368290016604,MIA
315966457.3720628,00000000-0000-0000-0000-000000002810,OTHERS,703.040091087157,2122.136498719265,MIA
315966457.3720628,00000000-0000-0000-0000-000000002813,OTHERS,717.0265740670001,2123.254417472567,MIA
315966457.3720628,00000000-0000-0000-0000-000000002872,OTHERS,809.1935820878351,1985.7927018976845,MIA
315966457.3720628,00000000-0000-0000-0000-000000002812,OTHERS,710.5948720402266,2122.8371072712434,MIA
315966457.3720628,00000000-0000-0000-0000-000000002830,OTHERS,742.0605383546524,2059.8446584333537,MIA
315966457.480544,00000000-0000-0000-0000-000000000000,AV,743.9441372491252,2094.8369488697167,MIA
315966457.480544,00000000-0000-0000-0000-000000000841,AGENT,739.6193214013377,2118.9955374614515,MIA
315966457.480544,00000000-0000-0000-0000-000000002727,OTHERS,741.3341587642824,2067.936124821053,MIA
315966457.480544,00000000-0000-0000-0000-000000002759,OTHERS,723.9246138229075,2123.269856484456,MIA
315966457.480544,00000000-0000-0000-0000-000000002830,OTHERS,742.0438339717984,2059.861777426848,MIA
315966457.480544,00000000-0000-0000-0000-000000002812,OTHERS,710.4707252321016,2122.8547096095735,MIA
315966457.480544,00000000-0000-0000-0000-000000002736,OTHERS,709.3601914323148,2107.6012388700133,MIA
315966457.480544,00000000-0000-0000-0000-000000002870,OTHERS,707.1420406333583,2107.467712098792,MIA
315966457.480544,00000000-0000-0000-0000-000000002614,OTHERS,744.1034257676694,2074.4533083386327,MIA
315966457.480544,00000000-0000-0000-0000-000000002880,OTHERS,829.7353023370141,2141.368290016604,MIA
315966457.480544,00000000-0000-0000-0000-000000002813,OTHERS,717.1824784672945,2123.2300366557447,MIA
315966457.480544,00000000-0000-0000-0000-000000002810,OTHERS,703.058600192936,2122.177854578447,MIA
315966457.480544,00000000-0000-0000-0000-000000002872,OTHERS,808.1490991115566,1985.7705124310207,MIA
315966457.5812174,00000000-0000-0000-0000-000000000000,AV,743.9536343665112,2094.3743271188127,MIA
315966457.5812174,00000000-0000-0000-0000-000000000841,AGENT,739.6783940777875,2118.1772617483953,MIA
315966457.5812174,00000000-0000-0000-0000-000000002727,OTHERS,741.39096430921,2067.9210008662667,MIA
315966457.5812174,00000000-0000-0000-0000-000000002759,OTHERS,723.9358565005756,2123.2526862447257,MIA
315966457.5812174,00000000-0000-0000-0000-000000002830,OTHERS,742.0110506616536,2059.7622171480507,MIA
315966457.5812174,00000000-0000-0000-0000-000000002812,OTHERS,710.510795229941,2122.90773700375,MIA
315966457.5812174,00000000-0000-0000-0000-000000002736,OTHERS,709.0989570664807,2107.6713198117186,MIA
315966457.5812174,00000000-0000-0000-0000-000000002870,OTHERS,707.187736720951,2107.6682860268993,MIA
315966457.5812174,00000000-0000-0000-0000-000000002890,OTHERS,803.7863303398102,1978.0854539530442,MIA
315966457.5812174,00000000-0000-0000-0000-000000002895,OTHERS,757.7284416373293,1968.798009084491,MIA
315966457.5812174,00000000-0000-0000-0000-000000002614,OTHERS,744.1164539135091,2074.768129426286,MIA
315966457.5812174,00000000-0000-0000-0000-000000002880,OTHERS,829.7472039013817,2139.2819851722297,MIA
315966457.5812174,00000000-0000-0000-0000-000000002813,OTHERS,717.1014275654293,2123.220782153568,MIA
315966457.5812174,00000000-0000-0000-0000-000000002810,OTHERS,703.1520688782266,2122.122151510198,MIA
315966457.5812174,00000000-0000-0000-0000-000000002872,OTHERS,807.5740985766937,1985.7139713437027,MIA
315966457.6805358,00000000-0000-0000-0000-000000000000,AV,743.9631941100254,2093.9235372052644,MIA
315966457.6805358,00000000-0000-0000-0000-000000000841,AGENT,739.6377900645009,2117.6105704427,MIA
315966457.6805358,00000000-0000-0000-0000-000000002727,OTHERS,741.3962972956958,2067.9252784738096,MIA
315966457.6805358,00000000-0000-0000-0000-000000002759,OTHERS,723.9375546117102,2123.2975805661767,MIA
315966457.6805358,00000000-0000-0000-0000-000000002830,OTHERS,742.0728614544197,2059.8316760740404,MIA
315966457.6805358,00000000-0000-0000-0000-000000002812,OTHERS,709.7374435730716,2122.381519140226,MIA
315966457.6805358,00000000-0000-0000-0000-000000002890,OTHERS,804.3085868467183,1978.082382013174,MIA
315966457.6805358,00000000-0000-0000-0000-000000002895,OTHERS,757.7284416373293,1968.798009084491,MIA
315966457.6805358,00000000-0000-0000-0000-000000002736,OTHERS,709.2978245566693,2107.982768833095,MIA
315966457.6805358,00000000-0000-0000-0000-000000002870,OTHERS,707.1877367210966,2107.6682860220762,MIA
315966457.6805358,00000000-0000-0000-0000-000000002614,OTHERS,744.1228138843657,2074.770925304449,MIA
315966457.6805358,00000000-0000-0000-0000-000000002880,OTHERS,829.7472039013817,2139.2819851722297,MIA
315966457.6805358,00000000-0000-0000-0000-000000002813,OTHERS,717.1648003926082,2123.2239937594254,MIA
315966457.6805358,00000000-0000-0000-0000-000000002810,OTHERS,703.0782128826738,2122.140896176755,MIA
315966457.6805358,00000000-0000-0000-0000-000000002872,OTHERS,806.7201092630835,1985.804885513872,MIA
315966457.7818694,00000000-0000-0000-0000-000000000000,AV,743.971794896437,2093.486756621277,MIA
315966457.7818694,00000000-0000-0000-0000-000000000841,AGENT,739.6782187199451,2116.9700564236928,MIA
315966457.7818694,00000000-0000-0000-0000-000000002727,OTHERS,741.4082830123482,2067.545891399092,MIA
315966457.7818694,00000000-0000-0000-0000-000000002759,OTHERS,723.9084655475543,2123.2703743407433,MIA
315966457.7818694,00000000-0000-0000-0000-000000002736,OTHERS,709.2978245568352,2107.9827688284404,MIA
315966457.7818694,00000000-0000-0000-0000-000000002870,OTHERS,707.1877367212427,2107.668286017251,MIA
315966457.7818694,00000000-0000-0000-0000-000000002890,OTHERS,804.3085868461222,1978.082382007961,MIA
315966457.7818694,00000000-0000-0000-0000-000000002895,OTHERS,757.7284416373293,1968.798009084491,MIA
315966457.7818694,00000000-0000-0000-0000-000000002614,OTHERS,744.1497354433742,2074.740567774563,MIA
