TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315972254.6381116,00000000-0000-0000-0000-000000000000,AV,2240.3688602187767,771.8077281758208,PIT
315972254.6381116,00000000-0000-0000-0000-000000057136,OTHERS,2262.33396857264,786.7029888565182,PIT
315972254.6381116,00000000-0000-0000-0000-000000057073,OTHERS,2283.257090841175,804.2375619736641,PIT
315972254.6381116,00000000-0000-0000-0000-000000057209,OTHERS,2180.310009015693,725.7682871737517,PIT
315972254.6381116,00000000-0000-0000-0000-000000057257,OTHERS,2273.3654846747845,799.8566034700012,PIT
315972254.6381116,00000000-0000-0000-0000-000000057256,OTHERS,2196.9456351557274,750.7381996069305,PIT
315972254.6381116,00000000-0000-0000-0000-000000057254,OTHERS,2271.203453490013,794.8894968281381,PIT
315972254.6381116,00000000-0000-0000-0000-000000057238,OTHERS,2203.7672743957564,748.7640350443044,PIT
315972254.6381116,00000000-0000-0000-0000-000000057248,OTHERS,2283.510384258297,815.6825755498787,PIT
315972254.6381116,00000000-0000-0000-0000-000000057244,OTHERS,2238.8824907526464,777.8514843596573,PIT
315972254.6381116,00000000-0000-0000-0000-000000057169,OTHERS,2303.634140325685,822.1578369953355,PIT
315972254.6381116,00000000-0000-0000-0000-000000057243,OTHERS,2231.6744909483677,771.8755406478543,PIT
315972254.6381116,00000000-0000-0000-0000-000000055765,OTHERS,2217.027073167725,752.4542774219768,PIT
315972254.6381116,00000000-0000-0000-0000-000000057245,OTHERS,2247.1017924673706,785.1536039163043,PIT
315972254.6381116,00000000-0000-0000-0000-000000057234,OTHERS,2222.164017250856,764.1262460020668,PIT
315972254.6381116,00000000-0000-0000-0000-000000057230,AGENT,2211.958664547765,755.6222153762532,PIT
315972254.6381116,00000000-0000-0000-0000-000000057217,OTHERS,2205.3466662136093,746.0147991534285,PIT
315972254.73819536,00000000-0000-0000-0000-000000000000,AV,2241.111359763864,772.4294603889406,PIT
315972254.73819536,00000000-0000-0000-0000-000000057136,OTHERS,2262.950267871403,787.0483022513937,PIT
315972254.73819536,00000000-0000-0000-0000-000000057073,OTHERS,2284.272556908555,805.274160553883,PIT
315972254.73819536,00000000-0000-0000-0000-000000057209,OTHERS,2180.310009015693,725.7682871737517,PIT
315972254.73819536,00000000-0000-0000-0000-000000057217,OTHERS,2204.459941290335,745.3076278126532,PIT
315972254.73819536,00000000-0000-0000-0000-000000057230,AGENT,2211.758341362735,755.4268569148948,PIT
315972254.73819536,00000000-0000-0000-0000-000000057257,OTHERS,2271.556721934118,797.9890779454163,PIT
315972254.73819536,00000000-0000-0000-0000-000000057254,OTHERS,2271.203453490013,794.8894968281381,PIT
315972254.73819536,00000000-0000-0000-0000-000000057238,OTHERS,2203.203517100042,748.1314796031653,PIT
315972254.73819536,00000000-0000-0000-0000-000000057256,OTHERS,2196.7580810199324,750.7146153836461,PIT
315972254.73819536,00000000-0000-0000-0000-000000057248,OTHERS,2282.9226734158,814.9500774845387,PIT
315972254.73819536,00000000-0000-0000-0000-000000057244,OTHERS,2238.5737758815094,777.5126732038194,PIT
315972254.73819536,00000000-0000-0000-0000-000000057169,OTHERS,2304.6456308032057,823.1706513552125,PIT
315972254.73819536,00000000-0000-0000-0000-000000057243,OTHERS,2231.492378093062,771.700894954054,PIT
315972254.73819536,00000000-0000-0000-0000-000000055765,OTHERS,2217.816917317647,753.1184849975891,PIT
315972254.73819536,00000000-0000-0000-0000-000000057245,OTHERS,2246.9949854420747,785.122861735474,PIT
315972254.73819536,00000000-0000-0000-0000-000000057234,OTHERS,2221.7642578688115,763.8029955937344,PIT
315972254.84488344,00000000-0000-0000-0000-000000000000,AV,2241.951338428893,773.1343953837517,PIT
315972254.84488344,00000000-0000-0000-0000-000000057136,OTHERS,2264.218449748396,788.1956908323697,PIT
315972254.84488344,00000000-0000-0000-0000-000000057073,OTHERS,2285.1658001669834,806.0734884631394,PIT
315972254.84488344,00000000-0000-0000-0000-000000057209,OTHERS,2178.613034885931,724.2322426635031,PIT
315972254.84488344,00000000-0000-0000-0000-000000057217,OTHERS,2203.6030490162343,744.8419658745345,PIT
315972254.84488344,00000000-0000-0000-0000-000000057230,AGENT,2211.5841355024454,755.3719324878149,PIT
315972254.84488344,00000000-0000-0000-0000-000000057238,OTHERS,2202.8606626261135,747.6199886390366,PIT
315972254.84488344,00000000-0000-0000-0000-000000057256,OTHERS,2196.7580810199324,750.7146153836461,PIT
315972254.84488344,00000000-0000-0000-0000-000000055765,OTHERS,2218.4019653924797,753.5651896868955,PIT
315972254.84488344,00000000-0000-0000-0000-000000057234,OTHERS,2221.3548811483693,763.5259478605751,PIT
315972254.84488344,00000000-0000-0000-0000-000000057245,OTHERS,2246.963289835846,785.0314763242613,PIT
315972254.84488344,00000000-0000-0000-0000-000000057244,OTHERS,2238.51614325115,777.5127842780871,PIT
315972254.84488344,00000000-0000-0000-0000-000000057257,OTHERS,2275.181830124766,802.3202659560347,PIT
315972254.84488344,00000000-0000-0000-0000-000000057248,OTHERS,2281.833704575941,814.041113553548,PIT
315972254.84488344,00000000-0000-0000-0000-000000057169,OTHERS,2305.735151407707,824.1771125174951,PIT
315972254.84488344,00000000-0000-0000-0000-000000057243,OTHERS,2231.303460354963,771.5225376508344,PIT
315972254.94354004,00000000-0000-0000-0000-000000000000,AV,2242.7003584998365,773.7620519237735,PIT
315972254.94354004,00000000-0000-0000-0000-000000057136,OTHERS,2265.573147388893,789.4073746916569,PIT
315972254.94354004,00000000-0000-0000-0000-000000057073,OTHERS,2286.536511706724,807.0263432216493,PIT
315972254.94354004,00000000-0000-0000-0000-000000057209,OTHERS,2178.613034885931,724.2322426635031,PIT
315972254.94354004,00000000-0000-0000-0000-000000057217,OTHERS,2202.61815298231,744.0812851142058,PIT
315972254.94354004,00000000-0000-0000-0000-000000057230,AGENT,2211.222946573747,755.1445874208121,PIT
315972254.94354004,00000000-0000-0000-0000-000000057238,OTHERS,2202.2608170020208,747.3316240731729,PIT
315972254.94354004,00000000-0000-0000-0000-000000057256,OTHERS,2196.7580810199324,750.7146153836461,PIT
315972254.94354004,00000000-0000-0000-0000-000000055765,OTHERS,2219.138055050086,754.15596453193,PIT
315972254.94354004,00000000-0000-0000-0000-000000057234,OTHERS,2221.1320850799293,763.1898265205725,PIT
315972254.94354004,00000000-0000-0000-0000-000000057245,OTHERS,2246.850878061372,784.9737640075077,PIT
315972254.94354004,00000000-0000-0000-0000-000000057244,OTHERS,2238.465146328434,777.4011317002013,PIT
315972254.94354004,00000000-0000-0000-0000-000000057260,OTHERS,2270.5814542858725,796.4547071681837,PIT
315972254.94354004,00000000-0000-0000-0000-000000057257,OTHERS,2274.370093872769,801.0233525745767,PIT
315972254.94354004,00000000-0000-0000-0000-000000057248,OTHERS,2281.25689801877,813.3130153077813,PIT
315972254.94354004,00000000-0000-0000-0000-000000057169,OTHERS,2306.791113643,825.2164596454758,PIT
315972254.94354004,00000000-0000-0000-0000-000000057243,OTHERS,2230.8569743712783,771.2925880005389,PIT
315972255.04146075,00000000-0000-0000-0000-000000000000,AV,2243.432235275026,774.3761064626593,PIT
315972255.04146075,00000000-0000-0000-0000-000000057136,OTHERS,2266.631103854048,790.3052420376814,PIT
315972255.04146075,00000000-0000-0000-0000-000000057073,OTHERS,2287.579001037081,807.9708658802715,PIT
315972255.04146075,00000000-0000-0000-0000-000000057209,OTHERS,2178.613034885931,724.2322426635031,PIT
315972255.04146075,00000000-0000-0000-0000-000000057217,OTHERS,2201.9328247243343,743.220732281129,PIT
315972255.04146075,00000000-0000-0000-0000-000000057230,AGENT,2210.801607014484,754.8501619678052,PIT
315972255.04146075,00000000-0000-0000-0000-000000057238,OTHERS,2201.696072997516,746.6773450500972,PIT
315972255.04146075,00000000-0000-0000-0000-000000057256,OTHERS,2196.7580810199324,750.7146153836461,PIT
315972255.04146075,00000000-0000-0000-0000-000000055765,OTHERS,2219.9329956870074,754.8060264880156,PIT
315972255.04146075,00000000-0000-0000-0000-000000057234,OTHERS,2220.7704545645724,762.9048826008369,PIT
315972255.04146075,00000000-0000-0000-0000-000000057245,OTHERS,2246.8123460493175,785.0069320620689,PIT
315972255.04146075,00000000-0000-0000-0000-000000057244,OTHERS,2238.229501704156,777.2773416819168,PIT
315972255.04146075,00000000-0000-0000-0000-000000057260,OTHERS,2270.5814542858725,796.4547071681837,PIT
315972255.04146075,00000000-0000-0000-0000-000000057248,OTHERS,2280.1553833582816,812.9026162162552,PIT
315972255.04146075,00000000-0000-0000-0000-000000057169,OTHERS,2307.787114232748,826.2774440259302,PIT
315972255.04146075,00000000-0000-0000-0000-000000057243,OTHERS,2230.7445198833857,771.071867196117,PIT
315972255.14236224,00000000-0000-0000-0000-000000000000,AV,2244.2179761985467,775.0339974199069,PIT
315972255.14236224,00000000-0000-0000-0000-000000057136,OTHERS,2267.3917456610393,790.8543993302196,PIT
315972255.14236224,00000000-0000-0000-0000-000000057073,OTHERS,2288.5899704122776,808.930133771593,PIT
